split,game,half_file,tracker_mode,run_dir,second,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,goal_in_next_30s,goal_in_next_60s,seconds_to_next_goal,next_goal_team
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,28,,78.51,,83.1446,,0.008724,185.398401,212.086278,245.676754,410.364223,133.746146,0.105421,-0.198371,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,29,0.0,745.4612,0.0,830.3227,445.5865,0.200284,215.449007,262.62683,286.068621,447.78799,133.746146,0.124577,0.088104,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,30,0.0,720.3303,0.0,817.2471,395.4517,0.200284,158.963831,238.877234,238.236177,404.316749,119.810921,0.110802,-0.17362,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,31,0.0,703.2846,0.0,805.3003,270.4632,0.200284,23.09354,210.478152,112.293102,345.768775,127.225561,0.073498,-0.771534,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,32,517.9083,824.8375,403.548,1083.6691,350.7698,0.288211,99.328686,217.952842,166.878779,364.756369,124.054076,0.080888,-0.576645,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,33,1248.5777,974.8052,1011.7327,1464.5202,475.7362,0.416222,220.836535,217.239444,267.983911,368.406532,107.936439,0.092494,-0.291786,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,34,1280.2859,998.612,943.2056,1614.5439,556.8072,0.416942,222.099712,210.21237,227.299862,365.751706,88.264604,0.091291,-0.342351,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,35,1274.7625,690.126,919.1638,1176.6173,433.3245,0.453698,214.30155,222.466002,184.050278,376.400375,97.491627,0.082899,-0.426218,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,36,1072.6193,536.2044,726.4919,995.1327,169.6724,0.405583,212.56464,154.537285,185.28194,228.400003,121.228841,0.050181,-0.840371,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,37,933.8454,674.323,1220.0851,1108.3646,239.7136,0.334862,203.340797,168.349149,223.820848,239.7232,114.830381,0.057253,-0.752722,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,38,641.1979,1018.8509,1097.4742,1969.9392,999.0385,0.289784,213.263764,194.950943,212.575302,317.566201,186.440885,0.060889,-0.609653,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,39,0.0,,0.0,,,0.0,256.057176,142.506465,301.06519,269.831542,186.440885,0.070711,-0.499868,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,40,93.6896,,149.6851,,,0.043621,265.426139,157.178414,316.033702,301.926037,203.479147,0.075073,-0.402838,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,41,344.4656,,550.0027,,,0.10469,290.503734,177.197365,356.06546,343.351633,214.692107,0.08118,-0.252272,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,42,333.0691,0.0,519.0036,0.0,906.9981,0.034184,239.852552,186.471435,318.810573,354.182094,237.089699,0.079438,-0.31809,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,43,373.9458,0.0,445.6781,0.0,1773.3722,0.115666,170.873284,161.476829,265.324647,290.70692,360.657656,0.074785,-0.45556,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,bytetrack,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_bytetrack,44,313.2286,0.0,500.3074,0.0,1138.3635,0.128724,173.774193,157.509029,263.934869,265.702966,452.98061,0.076019,-0.409793,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,0,,,,,,,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,1,,,,,,,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,2,,,,,,,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,3,1956.4279,1087.3259,3420.2448,2045.0734,2190.1557,0.357598,,,,,,,,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,4,1076.9272,1506.2487,2302.4397,2853.3807,353.8667,0.207905,879.500641,418.922755,1117.805096,808.307279,1836.289048,0.149692,2.790693,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,5,631.0762,192.7054,531.8483,215.0257,455.6858,0.130396,662.675825,866.233028,1444.198245,1723.331135,969.054076,0.113601,2.865112,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,6,150.2341,536.6049,112.5589,392.8558,342.4286,0.177156,602.06459,692.121844,1102.561975,1208.164116,683.788432,0.091321,1.806698,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,7,51.2913,442.1082,37.7097,332.4152,360.5905,0.141773,476.284137,542.715559,845.633776,921.233233,517.381796,0.077336,1.014519,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,8,45.0108,872.8828,35.1901,644.1498,663.304,0.194896,382.283415,520.327368,677.010943,799.333505,474.448134,0.072494,0.659125,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,9,52.5512,1597.2802,38.9118,1162.5441,1196.2891,0.268364,319.82625,554.339051,564.796072,752.510303,484.204292,0.072656,0.53481,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,10,426.5182,692.9116,311.3791,524.9866,564.6722,0.222961,327.560646,604.343279,523.034808,736.088471,505.263239,0.068763,0.531015,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,11,745.579,0.0,571.8942,0.0,398.765,0.099517,326.498155,615.414318,490.219852,709.700738,462.843731,0.075598,0.540977,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,12,363.375,0.0,292.9028,0.0,15.9817,0.0,332.687691,547.034949,466.750029,630.8451,453.948133,0.078256,0.448001,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,13,466.1294,,342.8501,,,0.024034,309.694361,547.034949,425.06976,630.8451,453.948133,0.072834,0.35204,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,14,685.8512,,465.2252,,,0.136023,243.716482,563.048974,325.526762,608.662328,281.155519,0.069063,0.095907,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,15,328.678,,227.8924,,,0.048068,234.848707,455.835498,172.200904,318.706233,306.775007,0.070108,-0.238459,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,16,47.5588,,31.0427,,,0.0,214.876408,474.491502,149.956934,342.185592,339.027984,0.070239,-0.224826,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,17,29.3364,0.0,19.1485,0.0,374.0968,0.009483,206.804376,550.490462,143.661433,398.534594,403.201203,0.067648,-0.126524,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,18,29.8246,,19.4671,,,0.0,206.225152,580.419426,143.441335,420.234595,428.323132,0.063284,-0.112821,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,19,34.9194,,22.7927,,,0.0,205.980586,532.426746,143.401717,387.514694,393.435815,0.055938,-0.255739,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,20,373.8305,701.9039,309.7874,1316.2171,522.9099,0.137748,202.474989,346.455795,144.854461,262.493301,274.345261,0.065172,-0.476791,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,21,1189.0522,1002.9404,1065.4458,1913.6437,603.4105,0.51079,252.091092,150.518293,194.368791,298.713305,231.641966,0.090132,-0.349489,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,22,1128.5548,956.1344,989.4119,1825.1508,702.746,0.496765,219.920436,173.921315,174.073037,342.959765,89.918023,0.081583,-0.502284,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,23,1126.9325,1113.236,987.8579,2169.5002,924.4182,0.508719,209.807231,168.314746,169.233701,343.422983,133.836084,0.080375,-0.507126,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,24,1102.8034,1019.1585,675.2265,1992.9283,725.3162,0.495964,190.247955,149.755447,188.259334,301.710234,150.15256,0.070451,-0.634559,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,25,1050.491,833.2089,391.6872,1661.4884,657.1957,0.375288,159.761869,156.994278,192.87998,307.656163,133.746146,0.073723,-0.636798,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,26,,0.0,,0.0,,0.0,146.277729,269.696708,192.438897,533.294865,133.746146,0.106445,-0.142546,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,27,,0.0,,0.0,,0.0,162.284636,231.168607,215.006988,457.109885,133.746146,0.105497,-0.197343,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,28,,78.51,,83.1446,,0.008724,185.398401,212.086278,245.676754,410.364223,133.746146,0.105421,-0.198371,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,29,0.0,745.4612,0.0,830.3227,445.5865,0.200284,215.449007,262.62683,286.068621,447.78799,133.746146,0.124577,0.088104,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,30,0.0,720.3303,0.0,817.2471,395.4517,0.200284,158.963831,238.877234,238.236177,404.316749,119.810921,0.110802,-0.17362,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,31,0.0,703.2846,0.0,805.3003,270.4632,0.200284,23.09354,210.478152,112.293102,345.768775,127.225561,0.073498,-0.771534,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,32,517.9083,824.8375,403.548,1083.6691,350.7698,0.288211,99.328686,217.952842,166.878779,364.756369,124.054076,0.080888,-0.576645,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,33,1248.5777,974.8052,1011.7327,1464.5202,475.7362,0.416222,220.836535,217.239444,267.983911,368.406532,107.936439,0.092494,-0.291786,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,34,1280.2859,998.612,943.2056,1614.5439,556.8072,0.416942,222.099712,210.21237,227.299862,365.751706,88.264604,0.091291,-0.342351,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,35,1274.7625,690.126,919.1638,1176.6173,433.3245,0.453698,214.30155,222.466002,184.050278,376.400375,97.491627,0.082899,-0.426218,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,36,1072.6193,536.2044,726.4919,995.1327,169.6724,0.405583,212.56464,154.537285,185.28194,228.400003,121.228841,0.050181,-0.840371,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,37,933.8454,674.323,1220.0851,1108.3646,239.7136,0.334862,203.340797,168.349149,223.820848,239.7232,114.830381,0.057253,-0.752722,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,38,641.1979,1018.8509,1097.4742,1969.9392,999.0385,0.289784,213.263764,194.950943,212.575302,317.566201,186.440885,0.060889,-0.609653,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,39,0.0,,0.0,,,0.0,256.057176,142.506465,301.06519,269.831542,186.440885,0.070711,-0.499868,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,40,93.6896,,149.6851,,,0.043621,265.426139,157.178414,316.033702,301.926037,203.479147,0.075073,-0.402838,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,41,344.4656,,550.0027,,,0.10469,290.503734,177.197365,356.06546,343.351633,214.692107,0.08118,-0.252272,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,42,333.0691,0.0,519.0036,0.0,906.9981,0.034184,239.852552,186.471435,318.810573,354.182094,237.089699,0.079438,-0.31809,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,43,373.9458,0.0,445.6781,0.0,1773.3722,0.115666,170.873284,161.476829,265.324647,290.70692,360.657656,0.074785,-0.45556,0,0,,
local,/Users/davidmontgomery/football_pose_workbench/backend/datasets/bundesliga_sample/tracker_ab_reid_windows,palace_arsenal_goal_h1_45s.mp4,hybrid_reid,/Users/davidmontgomery/football_pose_workbench/backend/experiments/tracker_ab_reid_windows_20260308/runs/local_002_324c3f8fa9_hybrid_reid,44,313.2286,0.0,500.3074,0.0,1138.3635,0.128724,173.774193,157.509029,263.934869,265.702966,452.98061,0.076019,-0.409793,0,0,,
